date,value,Wind,Rain,Temp,Humidity,value_dayb
2017-05-24,58.6208,1.549,0.0,25.8891,39.5486,72.1
2017-05-25,77.5,2.7553,0.0,23.144,53.5347,58.6208
2017-05-26,71.275,2.31,0.0,23.0046,40.9792,77.5
2017-05-27,86.4417,1.7014,0.0,24.5756,40.8819,71.275
2017-05-28,99.7958,1.5289,0.0,26.425,39.3958,86.4417
2017-05-29,92.1208,1.8133,0.0,26.636,40.2083,99.7958
2017-05-30,92.8333,1.6557,0.0,26.2918,37.2754,92.1208
2017-05-31,85.6333,2.2558,0.0,25.4856,36.4583,92.8333
2017-06-01,81.05,1.7334,0.0,25.0447,39.3333,85.6333
2017-06-02,83.0292,1.6994,0.0,25.2481,39.5764,81.05
2017-06-03,71.9625,1.8574,0.0,25.0142,48.8333,83.0292
2017-06-04,67.6583,1.5197,2.8,23.837,59.3333,71.9625
2017-06-05,47.9042,2.1492,16.6,21.2696,66.5486,67.6583
2017-06-06,34.25,1.7361,2.8,20.4518,70.0069,47.9042
2017-06-07,48.5417,1.5652,0.0,22.136,39.4861,34.25
2017-06-08,59.4375,1.994,0.0,20.9185,49.4931,48.5417
2017-06-09,71.1917,1.3183,0.0,22.9585,47.7153,59.4375
2017-06-10,94.1792,1.321,0.0,25.5402,48.125,71.1917
2017-06-11,117.4042,1.9954,0.0,26.3422,44.9653,94.1792
2017-06-12,91.2045,1.702,0.0,27.6015,43.7014,117.4042
2017-06-13,106.7071,1.5578,0.0,28.3145,42.6319,91.2045
2017-06-14,82.65,1.436,1.2,27.073,52.2222,106.7071
2017-06-15,68.5792,1.4621,0.2,25.3422,69.2029,82.65
2017-06-16,65.75,1.8997,0.0,28.9321,47.3819,68.5792
2017-06-17,87.9667,2.0506,0.0,29.0959,38.1678,65.75
2017-06-18,90.3792,3.0654,0.0,25.3767,41.3542,87.9667
2017-06-19,90.3917,1.6835,0.0,26.8213,35.6319,90.3792
2017-06-20,96.7208,1.7678,0.0,27.9619,38.4028,90.3917
2017-06-21,89.6625,1.6953,0.0,28.005,40.3056,96.7208
2017-06-22,82.7042,1.8169,2.0,28.8696,46.9444,89.6625
2017-06-23,62.9625,2.7277,0.0,28.0962,59.7014,82.7042
2017-06-24,73.0375,1.7514,0.0,28.4955,59.1944,62.9625
2017-06-25,65.1292,1.9141,10.6,25.9552,63.4097,73.0375
2017-06-26,36.525,2.1821,4.0,24.9233,66.3819,65.1292
2017-07-11,61.9391,1.5313,0.0,25.0158,65.1049,36.525
2017-07-12,78.35,1.5004,0.0,26.3449,59.5139,61.9391
2017-07-13,91.4958,2.1236,0.0,27.8823,54.1597,78.35
2017-07-14,88.9792,2.6436,1.2,24.4251,63.6181,91.4958
2017-07-15,90.4375,1.5738,0.0,26.0952,44.3056,88.9792
2017-07-16,85.325,2.7117,0.0,24.4762,41.5625,90.4375
2017-07-17,88.3708,1.7919,0.0,25.7353,33.5347,85.325
2017-07-18,95.4667,1.3011,0.0,27.4618,36.2778,88.3708
2017-07-19,94.6917,1.5887,0.0,27.7488,37.6806,95.4667
2017-07-20,98.6125,1.3933,0.0,26.7844,42.7222,94.6917
2017-07-21,101.7417,1.4588,3.2,26.2101,52.2361,98.6125
2017-07-22,103.1667,1.2369,0.0,27.1422,49.8403,101.7417
2017-07-23,88.9667,1.6615,0.0,27.376,52.2847,103.1667
2017-07-24,63.6875,1.8905,0.2,24.6421,60.4444,88.9667
2017-07-25,59.0958,2.4183,0.0,25.8641,25.2222,63.6875
2017-07-26,71.1083,3.0193,0.0,24.9062,32.75,59.0958
2017-07-27,82.5333,1.4728,0.0,26.2695,32.0625,71.1083
2017-07-28,102.4792,1.2809,0.0,26.6323,50.7222,82.5333
2017-07-29,108.5958,1.5368,0.4,26.7831,56.8819,102.4792
2017-07-30,94.6375,1.6328,2.6,25.0233,65.9167,108.5958
2017-07-31,62.3833,0.9308,0.0,27.7661,52.9514,94.6375
2017-08-01,89.6875,1.0206,0.0,30.1122,50.75,62.3833
2017-08-02,87.9875,1.0881,0.0,31.5699,47.1458,89.6875
2017-08-03,104.5708,1.2958,0.0,31.6741,41.1875,87.9875
2017-08-04,102.0958,1.1792,0.0,32.0388,38.7569,104.5708
2017-08-05,113.5083,1.1658,0.0,31.9151,38.4653,102.0958
2017-08-06,90.3708,1.9809,25.8,28.7366,50.5278,113.5083
2017-08-07,70.7458,2.4221,0.0,26.0247,47.2917,90.3708
2017-08-08,86.5333,3.0604,0.0,25.5271,51.5764,70.7458
2017-08-09,79.6,1.4448,0.8,26.6444,58.2431,86.5333
2017-08-10,65.4667,1.7444,0.0,25.2133,57.5,79.6
2017-08-11,74.9958,2.1201,8.8,20.459,56.4792,65.4667
2017-08-12,62.2167,1.929,0.0,23.1574,43.25,74.9958
2017-08-13,76.5,1.0896,0.0,25.098,37.2708,62.2167
2017-08-14,79.9917,1.2667,0.0,26.2369,41.4028,76.5
2017-08-15,94.2292,1.2415,0.0,27.3016,42.6389,79.9917
2017-08-16,101.7083,1.1088,0.0,28.2531,45.2014,94.2292
2017-08-17,104.0417,1.3309,0.0,28.7884,45.1806,101.7083
2017-08-18,107.0917,1.6644,0.4,28.6883,48.0,104.0417
2017-08-19,99.4417,1.486,5.4,26.6319,55.3681,107.0917
2017-08-20,85.6583,1.6074,0.0,24.1451,47.75,99.4417
2017-08-21,74.7708,2.0383,0.0,24.1206,41.7778,85.6583
2017-08-22,86.8667,1.7651,0.0,24.4567,39.1458,74.7708
2017-08-23,92.8333,1.3978,0.0,25.4838,44.3681,86.8667
2017-08-24,102.7125,1.5299,0.0,26.3449,48.0347,92.8333
2017-08-25,93.8125,0.915,0.0,27.3712,52.8889,102.7125
2017-08-26,96.8792,1.187,0.0,28.629,50.3611,93.8125
2017-08-27,100.4958,1.2699,0.0,29.3776,48.6667,96.8792
2017-08-28,83.9458,1.4265,0.0,28.3928,50.4653,100.4958
2017-08-29,83.3667,2.1333,0.0,26.6405,45.2986,83.9458
2017-08-30,88.0667,1.5228,0.0,27.6884,42.4375,83.3667
2017-08-31,73.6542,2.1207,0.0,25.8392,52.6319,88.0667
2017-09-01,62.8667,2.09,3.4,24.0785,59.0069,73.6542
2017-09-02,46.9417,2.1162,11.0,17.0098,69.1111,62.8667
2017-09-03,45.3333,1.1162,0.0,19.9247,52.1181,46.9417
2017-09-04,54.8167,1.3785,0.0,21.2858,45.5417,45.3333
2017-09-05,66.8042,1.099,0.0,22.9528,50.9722,54.8167
2017-09-06,81.4458,0.9726,0.0,23.5763,53.8125,66.8042
2017-09-07,75.225,1.6122,0.0,23.3685,60.4236,81.4458
2017-09-08,58.275,1.9602,0.0,20.682,64.8889,75.225
2017-09-09,59.2792,2.9955,10.6,19.8491,73.4653,58.275
2017-09-10,59.8125,2.7068,26.0,15.5324,87.6458,59.2792
2017-09-11,45.1792,1.0667,0.8,19.5333,74.8889,59.8125
2017-09-12,37.4958,2.0587,0.2,20.5897,62.3194,45.1792
2017-09-13,50.3042,1.451,0.0,19.5526,59.5139,37.4958
2017-09-14,32.5,1.6535,5.8,18.4756,70.3333,50.3042
2017-09-15,23.2167,1.4329,7.0,16.2919,59.3681,32.5
2017-09-16,58.7167,1.5036,19.2,16.3043,73.8958,23.2167
2017-09-17,59.3667,1.496,15.6,16.0508,70.2708,58.7167
2017-09-18,28.3667,1.2298,0.0,15.0665,74.1667,59.3667
2017-09-19,33.0708,1.3068,0.0,16.8064,60.0486,28.3667
2017-09-20,26.9875,1.1296,0.0,17.8635,49.9444,33.0708
2017-09-21,41.5167,1.0484,0.0,18.4201,43.4722,26.9875
2017-09-22,54.6,1.1721,0.0,18.4118,58.5069,41.5167
2017-09-23,55.2708,0.9904,0.0,19.4949,63.5972,54.6
2017-09-24,68.4917,1.5985,0.0,19.6054,65.75,55.2708
2017-09-25,57.0708,1.9386,0.0,17.9894,61.0069,68.4917
2017-09-26,39.8208,1.1997,0.0,18.7467,58.9931,57.0708
2017-09-27,39.4458,1.1233,0.0,20.2397,54.6736,39.8208
2017-09-28,35.6958,1.359,0.0,19.7248,61.4306,39.4458
2017-09-29,36.9,1.5371,0.0,18.7414,59.2847,35.6958
2017-09-30,46.6583,1.9622,0.0,17.9195,55.9444,36.9
2017-10-01,50.6875,1.8194,0.0,15.7424,66.3958,46.6583
2017-10-02,37.4708,0.9078,0.0,16.8949,65.7986,50.6875
2017-10-03,15.1609,0.7965,0.0,17.2385,72.6667,37.4708
2017-10-04,13.4875,0.9775,0.0,17.0914,77.0556,15.1609
2017-10-05,29.5167,1.3489,0.0,18.0812,71.2153,13.4875
2017-10-06,37.0542,2.439,0.0,18.2191,52.2917,29.5167
2017-10-07,35.8292,1.4349,0.0,17.0501,34.2014,37.0542
2017-10-08,53.0083,1.4705,0.0,17.7427,46.4236,35.8292
2017-10-09,32.4417,1.0335,0.0,17.559,56.1806,53.0083
2017-10-10,27.4167,1.0229,0.0,17.6244,57.3611,32.4417
2017-10-11,36.9208,0.9041,0.0,17.6651,62.8819,27.4167
2017-10-12,29.65,0.8261,0.0,18.191,61.3333,36.9208
2017-10-13,23.9792,0.8324,0.0,18.137,66.7361,29.65
2017-10-14,32.9,0.8753,0.0,18.6306,67.1111,23.9792
2017-10-15,33.5417,0.6906,0.0,19.0226,65.8889,32.9
2017-10-16,24.7333,0.6617,0.0,18.9215,64.9931,33.5417
2017-10-17,15.7542,0.5954,0.0,17.9283,66.2847,24.7333
2017-10-18,23.1708,0.704,0.0,17.1641,66.5347,15.7542
2017-10-19,13.9417,1.5121,0.0,13.903,88.125,23.1708
2017-10-20,18.3542,1.1342,0.0,12.9224,92.9514,13.9417
2017-10-21,15.7833,0.8464,1.0,14.1903,84.6667,18.3542
2017-10-22,24.7042,1.7513,2.4,15.0144,73.1042,15.7833
2017-10-23,37.6167,3.1885,0.0,16.4242,29.2292,24.7042
2017-10-24,24.0583,1.2824,0.0,16.5626,34.5764,37.6167
2017-10-25,11.2625,1.2608,0.0,15.5849,48.4306,24.0583
2017-10-26,9.0,0.8156,0.0,15.4409,55.3472,11.2625
2017-10-27,27.45,1.8651,0.0,16.6005,57.6806,9.0
2017-10-28,21.0458,1.4123,0.0,14.6474,59.0139,27.45
2017-10-29,50.3375,2.5426,0.0,14.8843,53.8472,21.0458
2017-10-30,35.1,1.7131,0.0,14.5758,62.2778,50.3375
2017-10-31,9.8,1.3196,0.0,14.2267,56.7292,35.1
2017-12-01,5.775,2.0472,0.0,4.5719,66.7569,9.8
2017-12-02,11.3,1.5017,0.2,5.2358,60.3681,5.775
2017-12-03,6.7667,0.9681,0.0,4.2272,64.5625,11.3
2017-12-04,4.3292,1.0974,0.0,3.7488,72.6319,6.7667
2017-12-05,3.3625,1.0097,0.0,4.8128,68.2153,4.3292
2017-12-06,5.6292,1.0522,0.0,7.1133,65.9444,3.3625
2017-12-07,3.3542,0.8989,0.0,6.937,70.4722,5.6292
2017-12-08,3.3042,1.3684,0.0,5.9989,77.3819,3.3542
2017-12-09,35.9792,3.1921,0.0,6.6461,21.3611,3.3042
2017-12-10,8.9125,1.2481,0.0,2.5238,55.0069,35.9792
2017-12-11,3.2625,1.0127,10.4,1.1615,96.5903,8.9125
2017-12-12,3.125,1.1726,0.0,3.5901,92.7986,3.2625
2017-12-13,3.525,1.1621,0.0,4.3004,81.2222,3.125
2017-12-14,4.1083,1.3084,0.0,5.2854,73.8681,3.525
2017-12-15,3.5292,1.7851,0.0,3.3323,88.2153,4.1083
2017-12-16,9.0667,1.526,0.0,3.5451,83.625,3.5292
