date,value,Wind,Rain,Temp,Humidity
2015-01-14,66.0,1.0838,0.0,7.192,68.7986
2015-01-15,62.0,1.1642,1.6,5.1638,82.1319
2015-01-16,55.0,1.1407,9.6,6.3433,92.4653
2015-01-17,24.0,1.521,10.4,8.2754,80.0069
2015-01-18,29.0,1.0018,0.0,6.6565,78.6667
2015-01-19,47.0,0.9199,0.0,5.3751,81.3819
2015-01-20,47.0,1.3224,0.0,5.9499,77.1319
2015-01-21,38.0,1.2768,16.6,4.4092,88.8678
2015-01-22,31.0,1.2051,9.2,4.3538,85.2901
2015-01-23,39.0,1.339,0.0,6.5851,83.2014
2015-01-24,54.0,0.8831,0.0,7.2566,75.8125
2015-01-25,14.0,1.569,0.0,8.3722,35.4583
2015-01-26,23.0,1.1038,0.0,6.6515,48.0833
2015-01-27,59.0,0.7534,0.0,4.4451,64.4653
2016-01-01,73.0,1.0305,0.0,3.0722,82.7778
2016-01-02,43.0,0.8817,6.8,1.6333,95.9167
2016-01-03,36.0,1.0381,0.8,1.8925,86.3889
2016-01-04,38.0,1.2625,2.0,2.076,92.3264
2016-01-05,38.0,1.0939,0.6,3.505,87.7708
2016-01-06,38.0,1.5139,0.0,5.3853,79.5417
2016-01-07,41.0,1.0462,0.0,4.2415,79.7222
2016-01-08,52.0,1.1698,0.0,3.9593,82.3403
2016-01-09,53.0,0.8203,7.6,4.9508,92.5
2016-01-10,44.0,0.9226,0.4,5.6131,84.2708
2016-01-11,30.0,1.2333,0.4,6.7457,95.3264
2016-01-12,29.0,1.2943,0.0,7.7897,75.6389
2016-01-13,20.0,2.172,0.0,8.9204,43.0903
2016-01-14,29.0,1.2119,0.0,4.7622,62.3681
2016-01-15,25.0,2.3953,0.0,5.7558,53.2431
2016-01-16,21.0,2.1556,0.0,6.6685,38.9931
2016-01-17,7.0,3.7733,0.0,5.9453,25.8194
2016-01-18,22.0,1.1741,0.0,3.0308,30.0833
2016-01-19,44.0,1.0428,0.0,2.2895,42.4722
2016-01-20,61.0,1.0232,0.0,2.4149,47.8958
2016-01-21,80.0,0.8894,0.0,2.9586,55.1389
2016-01-22,98.0,0.9585,0.0,3.6177,58.3681
2016-01-23,88.0,1.1445,0.0,4.6467,58.8958
2016-01-24,104.0,0.9812,0.0,5.1153,62.0972
2016-01-25,91.0,0.9594,0.0,7.8671,62.6181
2016-01-26,51.0,1.1291,0.0,10.0415,65.9444
2016-01-27,76.0,0.9172,0.0,9.2531,73.4028
2016-01-28,89.0,0.9101,0.0,10.1121,76.4097
2016-01-29,73.0,0.9653,0.0,11.6437,70.3542
2016-01-30,120.0,0.8024,2.2,8.7551,85.3819
2016-01-31,83.0,1.2061,0.0,9.7299,81.7014
2016-02-01,46.0,1.1231,0.0,7.349,85.8264
2016-02-02,62.0,0.9588,0.2,8.2562,92.4028
2016-02-03,28.0,1.8538,7.0,8.9647,83.7014
2016-02-04,18.0,2.425,0.0,9.7912,33.0417
2016-02-05,32.0,1.5746,0.0,8.3227,51.8819
2016-02-06,47.0,0.9162,0.2,6.7885,72.3819
2016-02-12,29.0,1.3601,3.6,6.0933,69.1042
2016-02-13,49.0,1.4097,0.2,4.8579,81.4792
2016-02-14,34.0,0.994,3.0,5.5588,88.6944
2016-02-15,33.0,1.1421,0.0,8.2315,76.3403
2016-02-16,23.0,1.2053,5.8,7.8703,87.8819
2016-02-18,27.0,1.5607,0.0,7.7577,77.6806
2016-02-19,36.0,1.3196,0.0,9.3446,62.3264
2016-02-20,16.0,1.3306,0.0,9.3283,51.2431
2016-02-21,20.0,1.4398,0.0,11.173,52.8472
2016-02-22,56.0,1.0751,0.0,10.2941,76.0486
2016-02-23,71.0,1.1383,0.2,10.6685,78.8056
2016-02-24,38.0,1.5917,0.0,10.0369,67.5952
2016-02-25,22.0,1.3516,0.0,8.0952,65.1458
2016-02-26,39.0,1.2095,2.6,6.5667,78.0417
2016-02-27,12.0,1.4654,14.0,5.4993,87.0
2016-02-28,14.0,1.628,35.4,7.1333,95.5417
2016-02-29,10.0,1.275,16.6,9.7742,86.9931
2016-03-03,10.0,2.8947,0.2,10.6557,42.8333
2016-03-04,24.0,1.0975,0.0,7.9724,57.8681
2016-03-05,12.0,2.0397,26.6,4.8781,90.4511
2016-03-06,33.0,1.0326,0.0,4.1132,90.0084
2016-03-07,38.0,1.3892,0.0,5.8139,77.75
2016-03-08,36.0,1.5551,0.0,6.3734,71.2917
2016-03-09,21.0,1.484,0.0,6.9626,69.5139
2016-03-10,33.0,1.2819,0.0,10.2072,58.3542
2016-03-11,29.0,1.342,0.0,10.5376,60.0556
2016-03-12,32.0,1.2566,0.0,12.4146,56.3681
2016-03-13,23.0,1.3264,0.4,11.4509,59.0972
2016-03-14,20.0,1.3615,0.0,11.1585,53.2431
2016-03-15,34.0,1.5473,0.0,10.1352,57.3542
2016-03-16,13.0,2.4087,7.0,7.0624,62.2222
2016-03-17,24.0,1.2721,0.0,10.5108,50.2569
2016-03-18,30.0,1.1611,0.0,11.6539,51.4514
2016-03-19,24.0,1.5903,0.0,13.0047,48.6944
2016-03-20,18.0,1.8851,0.0,12.7497,60.1181
2016-03-21,23.0,1.2241,0.0,13.2145,61.3681
2016-03-22,44.0,1.2619,0.0,12.5317,67.3472
2016-03-23,31.0,1.6173,0.0,11.2,50.5417
2016-03-24,33.0,1.3086,0.0,11.5437,45.9514
2016-03-25,25.0,1.4903,0.0,11.9588,47.3333
2016-03-26,35.0,1.0946,0.0,12.5784,58.5764
2016-03-27,32.0,1.9552,5.2,12.5158,63.1319
2016-03-28,24.0,0.9606,1.6,11.1675,86.9931
2016-03-29,14.0,1.7596,0.0,14.5597,63.3611
2016-03-30,21.0,0.8751,0.0,14.4994,67.7292
2016-03-31,30.0,1.1029,0.0,15.4841,66.8958
2016-04-01,29.0,1.3138,0.0,14.7558,73.7708
2016-04-02,40.0,1.2492,0.0,15.7944,71.9722
2016-04-03,33.0,0.7747,0.0,17.0558,64.2014
2016-04-04,36.0,1.482,0.8,14.8974,72.8542
2016-04-05,44.0,1.3817,0.0,14.3707,76.8472
2016-04-06,53.0,1.1363,16.0,17.2581,66.6042
2016-04-07,62.0,1.3843,0.0,17.4338,66.9583
2016-04-08,37.0,1.2465,1.8,15.5879,68.4931
2016-04-09,15.0,1.5922,0.6,14.9478,64.9653
2016-04-10,10.0,1.7333,0.0,15.8176,50.9861
2016-04-11,18.0,2.2315,0.0,16.0836,50.9792
2016-04-12,20.0,1.6003,0.0,16.7806,49.9236
2016-04-13,13.0,1.5278,2.2,16.494,59.9514
2016-04-14,9.0,1.8002,0.0,17.4237,51.7361
2016-04-15,12.0,1.913,0.0,16.5258,53.0625
2016-04-16,13.0,1.3195,0.0,17.4208,48.4167
2016-04-17,19.0,1.7107,0.0,16.9661,62.2917
2016-04-18,14.0,2.1194,0.0,17.0312,53.3542
2016-04-19,24.0,1.9015,0.0,16.2701,47.0972
2016-04-20,23.0,1.6135,0.0,17.3849,48.9375
2016-04-21,19.0,1.533,0.0,17.6567,40.8472
2016-04-22,19.0,1.9483,0.0,18.0235,47.3403
2016-04-23,14.0,1.6262,3.4,15.8347,63.8542
2016-04-24,9.0,1.9417,0.2,14.6173,58.6944
2016-04-25,11.0,1.8825,0.0,12.7425,39.1389
2016-04-26,18.0,1.786,0.0,12.7125,52.0486
2016-04-27,15.0,2.2598,0.2,13.8722,41.6181
2016-04-28,15.0,1.9631,0.0,12.3087,48.1944
2016-04-29,21.0,1.503,0.0,14.728,49.6875
2016-04-30,14.0,1.7838,10.2,15.6709,46.375
2016-05-02,10.0,1.3698,0.0,14.0758,69.2708
2016-05-03,15.0,2.1291,0.0,18.1452,47.3472
2016-05-04,6.0,1.7676,0.0,18.9743,23.0069
2016-05-05,17.0,1.2478,0.0,17.2849,41.7778
2016-05-06,22.0,1.1298,0.0,18.8153,42.0
2016-05-07,19.0,1.313,0.0,19.3149,42.9097
2016-05-08,18.0,1.6133,0.0,18.9997,45.625
2016-05-09,19.0,1.2999,2.0,15.6697,75.0972
2016-05-10,25.0,0.9581,3.4,15.8701,80.4236
2016-05-11,22.0,1.6805,25.8,14.6365,89.4514
2016-05-12,7.0,1.2394,9.6,14.4535,89.9653
2016-05-13,15.0,0.876,1.4,15.7494,77.2083
2016-05-14,10.0,1.5967,0.0,17.846,70.6042
2016-05-15,14.0,2.1399,0.0,17.7774,57.5764
2016-05-16,24.0,1.6473,0.0,15.4047,59.4236
2016-05-17,11.0,1.4317,0.0,16.6856,50.8611
2016-05-18,12.0,1.8029,0.0,17.5458,48.3056
2016-05-19,7.0,1.8292,20.8,13.1887,82.7778
2016-05-20,10.0,1.2862,0.0,17.9231,56.2917
2016-05-21,13.0,1.4984,0.0,21.2141,45.5833
2016-05-22,9.0,1.4212,0.0,22.1008,40.3403
2016-05-23,18.0,2.1777,5.0,16.8668,63.25
2016-05-24,7.0,2.039,0.0,19.1695,45.625
2016-05-25,17.0,2.1502,0.0,18.9779,51.5625
2016-05-26,17.0,1.3309,0.0,21.3849,45.4444
2016-05-27,21.0,1.073,0.0,23.7108,44.9375
2016-05-28,13.0,1.2728,0.0,24.3078,49.1944
2016-05-29,24.0,1.444,20.6,17.9702,83.3056
2016-05-31,17.0,1.2708,4.2,17.5408,76.1944
2016-06-01,15.0,1.1331,8.0,17.6466,74.5486
2016-06-02,10.0,1.157,24.0,17.7018,78.375
2016-06-03,23.0,0.9274,7.6,18.8215,76.1594
2016-06-04,8.0,1.3783,16.2,18.5919,78.6528
2016-06-05,14.0,1.5101,2.8,19.6144,74.6597
2016-06-06,15.0,0.9192,0.0,22.0355,63.1181
2016-06-07,17.0,1.4098,0.0,23.1571,57.6042
2016-06-08,7.0,1.4975,6.4,21.8559,63.125
2016-06-10,16.0,1.2303,0.0,21.199,66.9375
2016-06-11,24.0,1.594,7.2,20.6933,70.8958
2016-06-12,11.0,1.359,0.0,20.7187,64.3333
2016-06-13,10.0,1.7072,0.0,22.0908,56.9653
2016-06-17,13.0,2.5766,0.0,20.3585,55.8958
2016-06-18,6.0,1.6867,0.0,19.6453,56.5764
2016-06-19,7.0,0.9403,1.0,19.3351,63.8681
2016-06-20,7.0,1.3935,0.0,22.1386,52.1389
2016-06-21,13.0,1.338,0.0,24.5715,44.875
2016-06-23,30.0,1.3262,0.0,28.1179,48.2222
2016-06-24,26.0,1.2858,0.0,29.2115,50.7917
2016-06-25,26.0,1.9849,0.0,28.3663,48.2431
2016-06-26,20.0,1.7678,3.6,25.4038,55.5833
2016-06-27,4.0,1.2378,8.2,26.0574,44.3542
2016-06-29,11.0,1.2261,0.0,26.9488,41.9583
2016-06-30,10.0,1.938,0.0,26.3787,46.8264
2016-07-01,22.0,1.4101,0.0,26.8006,49.375
2016-07-02,9.0,1.3731,6.8,25.3217,58.9653
2016-07-03,14.0,1.0747,0.0,26.1142,57.2361
2016-07-04,14.0,1.5412,0.0,24.7412,50.8542
2016-07-05,20.0,1.4626,0.0,26.3771,50.8333
2016-07-06,19.0,1.2963,0.0,27.376,45.7639
2016-07-07,23.0,1.3228,0.0,27.4981,48.9097
2016-07-08,22.0,1.9455,4.0,26.6515,55.5625
2016-07-09,19.0,1.546,0.0,28.1722,50.875
2016-07-10,20.0,1.3603,0.0,29.7006,49.1667
2016-07-11,16.0,1.6556,0.0,29.4442,48.8056
2016-07-12,8.0,1.1269,12.2,25.1084,67.7917
2016-07-13,9.0,2.4769,11.8,23.3099,64.6528
2016-07-14,11.0,3.3956,0.0,22.6019,32.7569
2016-07-15,20.0,2.0242,0.0,22.7086,32.5347
2016-07-16,11.0,1.4536,0.0,23.3962,31.6181
2016-07-17,7.0,1.6095,0.0,24.652,41.3472
2016-07-18,12.0,1.7593,0.0,26.8056,40.4895
2016-07-19,25.0,1.1681,0.0,28.1198,42.0
2016-07-20,28.0,1.6012,0.0,29.0187,44.1806
2016-07-21,17.0,1.4935,0.0,28.102,47.2639
2016-07-22,14.0,1.597,0.0,26.4122,48.3403
2016-07-23,11.0,1.6226,0.0,25.3113,53.3611
2016-07-24,11.0,1.245,0.0,25.8884,53.2917
2016-07-25,14.0,1.255,0.0,28.381,47.6875
2016-07-26,13.0,1.5737,6.0,26.7397,56.4028
2016-07-28,13.0,1.466,1.8,24.6405,64.0
2016-07-29,29.0,1.4984,0.0,26.9885,51.9167
2016-08-01,6.0,1.4996,0.0,24.1262,64.9583
2016-08-02,18.0,1.4883,0.0,25.4338,49.5764
2016-08-03,17.0,1.1944,0.0,26.7533,51.2569
2016-08-04,17.0,1.2974,0.0,27.7519,50.2153
2016-08-06,5.0,1.6001,0.0,23.5376,41.3611
2016-08-07,23.0,1.0706,0.0,25.1951,40.5764
2016-08-08,17.0,1.3781,0.0,25.0094,45.7708
2016-08-11,8.0,1.6174,0.0,20.6981,49.8681
2016-08-13,5.0,1.0606,0.0,23.7219,49.1667
2016-08-14,5.0,1.0979,0.0,25.7822,50.8125
2016-08-15,13.0,1.4673,0.0,26.9245,46.6458
2016-08-16,15.0,1.4981,0.0,26.8486,44.1458
2016-08-17,11.0,2.1683,0.0,25.4471,53.8542
2016-08-18,13.0,1.4172,0.4,24.5549,58.5208
2016-08-19,8.0,1.0726,0.0,24.7962,60.7361
2016-08-20,16.0,1.3851,0.6,23.6431,71.4514
2016-08-21,14.0,1.3159,0.2,24.8814,58.2569
2016-08-22,8.0,1.4967,0.0,23.8706,44.7917
2016-08-23,13.0,1.0608,0.0,24.5307,46.2014
2016-08-24,16.0,1.0706,0.0,25.7151,45.6528
2016-08-25,10.0,1.2742,0.0,26.1086,47.75
2016-08-26,10.0,1.1113,0.0,26.0317,46.75
2016-08-27,19.0,0.9544,0.0,26.8697,46.1458
2016-08-28,18.0,1.5052,0.0,27.1336,45.4792
2016-08-30,10.0,1.3766,13.8,23.2824,67.9097
2016-08-31,13.0,1.0731,0.0,25.7018,51.6944
2016-09-02,23.0,1.1908,0.0,27.0333,50.5833
2016-09-03,23.0,1.0781,0.0,27.2625,48.6181
2016-09-04,23.0,1.4643,0.0,26.318,51.9236
2016-09-05,16.0,2.0829,0.0,26.3698,47.9028
2016-09-06,18.0,2.0151,0.0,24.1492,51.625
2016-09-07,14.0,1.5551,0.0,24.2487,44.3472
2016-09-08,23.0,1.1006,0.0,25.8701,41.9792
2016-09-09,24.0,1.109,0.0,26.4215,45.0208
2016-09-10,18.0,1.0893,0.0,26.1614,46.7431
2016-09-11,18.0,1.1199,0.0,26.5906,45.9097
2016-09-12,22.0,1.0981,0.0,26.6363,46.8542
2016-09-13,30.0,1.1286,0.0,26.5068,45.5069
2016-09-14,26.0,1.3019,0.0,25.9596,44.5208
2016-09-15,11.0,1.5625,13.2,22.0919,68.5625
2016-09-16,10.0,1.4898,0.0,20.7022,68.5347
2016-09-17,12.0,1.5902,0.0,19.9218,64.2847
2016-09-18,19.0,1.1366,0.8,19.8126,62.0694
2016-09-20,16.0,1.2555,0.0,21.8502,41.4097
2016-09-22,18.0,0.921,0.0,19.1328,57.1667
2016-09-24,14.0,1.0919,0.0,20.7527,48.9792
2016-09-25,21.0,1.014,0.0,20.1692,51.6944
2016-09-26,37.0,1.038,0.0,20.5532,53.0625
2016-09-27,24.0,0.9946,0.0,20.6228,51.7708
2016-09-28,32.0,1.0308,0.0,20.4811,54.6944
2016-09-29,38.0,1.3389,0.0,20.56,56.2708
2016-09-30,18.0,1.4843,0.0,20.61,56.4583
2016-10-01,15.0,1.0465,0.0,19.661,59.8194
2016-10-02,20.0,0.9592,1.2,19.5949,67.9653
2016-10-03,14.0,1.4383,0.0,19.8868,49.8676
2016-10-04,25.0,1.3268,0.0,18.5936,47.5347
2016-10-05,22.0,1.616,0.0,16.4556,54.0208
2016-10-06,13.0,1.2993,0.0,14.0876,52.9375
2016-10-07,31.0,0.9381,0.0,15.3508,51.9514
2016-10-08,28.0,1.2812,0.0,14.7791,57.3958
2016-10-09,16.0,1.5412,7.8,13.4716,63.7153
2016-10-10,11.0,1.8358,18.0,11.9085,74.8264
2016-10-11,16.0,1.5476,0.4,11.9292,63.4097
2016-10-12,26.0,0.9074,0.0,11.7194,59.3264
2016-10-13,22.0,1.3786,3.0,10.5769,71.7639
2016-10-19,49.0,0.9645,0.0,14.2498,85.2083
2016-10-20,31.0,1.2491,0.0,13.7033,81.4306
2016-10-21,24.0,1.0885,0.0,13.2439,66.6181
2016-10-22,37.0,1.0585,0.0,12.1499,73.5625
2016-10-23,31.0,0.9006,4.2,11.5917,82.2847
2016-10-24,29.0,0.6999,3.8,12.0917,91.2708
2016-10-25,25.0,0.8751,4.8,13.0174,94.1759
2016-10-26,26.0,1.0398,0.8,14.5385,89.8611
2016-10-27,24.0,1.0538,0.6,16.2532,73.0
2016-10-28,29.0,1.0,0.0,14.9938,66.9097
2016-10-29,48.0,0.8292,0.0,14.2407,72.1319
2016-10-30,46.0,1.0428,0.0,11.5304,84.8403
2016-10-31,45.0,0.9224,0.0,10.8051,89.4167
2016-11-01,48.0,1.1059,0.0,11.5969,81.3542
2016-11-02,48.0,1.05,0.0,13.3808,75.0278
2016-11-03,53.0,1.2476,0.0,11.9365,81.5833
2016-11-04,25.0,1.0777,0.0,12.1371,61.3056
2016-11-05,28.0,0.9426,24.2,9.9107,88.6327
2016-11-06,27.0,1.062,2.0,10.125,93.7273
2016-11-08,20.0,1.1478,6.0,8.9817,62.375
2016-11-11,51.0,2.0927,0.4,8.3355,67.8182
2016-11-12,34.0,1.2121,0.0,8.2468,59.6736
2016-11-13,34.0,1.0313,0.0,8.4818,60.3333
2016-11-14,24.0,1.1051,0.0,7.6531,70.5735
2016-11-15,31.0,0.8926,0.0,6.2885,68.7569
2016-11-16,68.0,0.775,0.0,6.5506,74.4514
2016-11-17,91.0,0.8544,0.0,7.0676,79.7431
2016-11-18,60.0,0.674,3.8,7.6038,88.9097
2016-11-19,55.0,0.7731,2.6,8.2516,94.951
2016-11-20,27.0,0.9666,3.6,8.2115,94.6906
2016-11-23,34.0,1.4118,1.2,13.3527,93.8615
2016-11-24,17.0,2.086,12.6,13.3521,90.6696
2016-11-25,18.0,1.7917,5.8,13.1319,95.0337
2016-11-26,13.0,1.1302,0.6,13.0126,85.7431
